id,day,pressure,maxtemp,humidity,cloud,sunshine,winddirection,windspeed,temp_diff,humidity_index,windspeed_category,rainfall
538,174,1008.1,33.8,84.0,85.0,2.0,190.0,12.8,6.599999999999998,2.772277227722772,Low,1
539,175,1008.9,32.3,86.0,88.0,1.0,230.0,19.7,5.299999999999997,2.9655172413793105,Low,1
540,176,1008.6,32.2,82.0,79.0,1.4,220.0,13.3,5.800000000000004,2.8275862068965516,Low,1
541,177,1008.1,30.6,89.0,85.0,0.3,190.0,17.3,5.800000000000001,3.1560283687943262,Low,1
542,178,1008.9,31.6,88.0,88.0,0.3,220.0,15.8,4.400000000000002,3.0240549828178693,Low,1
543,179,1009.9,33.0,82.0,67.0,7.7,230.0,30.2,4.0,2.706270627062706,Medium,1
544,180,1007.2,30.9,85.0,85.0,1.0,220.0,11.8,4.5,2.9411764705882355,Low,1
545,181,1009.5,30.9,86.0,84.0,1.7,250.0,11.8,4.799999999999997,3.0714285714285716,Low,1
546,182,1008.5,33.3,77.0,72.0,10.4,220.0,14.8,6.4999999999999964,2.5496688741721854,Low,1
547,183,1008.1,33.3,79.0,84.0,3.5,220.0,27.3,4.899999999999999,2.6333333333333333,Medium,1
548,184,1007.8,31.2,84.0,87.0,0.3,240.0,14.2,3.0,2.857142857142857,Low,1
549,185,1008.0,32.0,72.0,70.0,9.1,230.0,12.5,3.6000000000000014,2.4242424242424243,Low,1
550,186,1010.3,33.2,77.0,55.0,10.0,270.0,14.6,6.700000000000003,2.6551724137931036,Low,1
551,187,1008.6,31.3,84.0,83.0,3.2,230.0,9.1,4.300000000000001,2.896551724137931,Low,1
552,188,1007.8,32.4,75.0,67.0,10.1,220.0,14.5,4.5,2.5,Low,1
553,189,1008.5,32.8,84.0,83.0,8.1,230.0,15.4,6.399999999999999,2.8767123287671232,Low,0
554,190,1005.9,34.0,78.0,73.0,10.7,210.0,12.7,5.600000000000001,2.5742574257425743,Low,0
555,191,1009.1,32.9,79.0,72.0,6.0,200.0,9.5,4.799999999999997,2.6245847176079735,Low,1
556,192,1007.7,31.8,81.0,88.0,1.3,50.0,12.8,5.199999999999999,2.872340425531915,Low,1
557,193,1008.2,33.3,77.0,79.0,10.2,230.0,20.0,5.699999999999996,2.541254125412541,Low,0
558,194,1008.5,33.7,72.0,44.0,6.0,230.0,13.9,5.0000000000000036,2.384105960264901,Low,0
559,195,1008.1,33.4,74.0,29.0,9.1,240.0,14.2,5.399999999999999,2.442244224422442,Low,0
560,196,1008.9,32.8,78.0,21.0,11.1,210.0,11.1,3.8999999999999986,2.5913621262458473,Low,0
561,197,1009.3,33.2,75.0,53.0,10.0,220.0,10.3,4.800000000000004,2.4752475247524752,Low,0
562,198,1006.9,32.6,82.0,62.0,11.1,220.0,16.9,4.600000000000001,2.7152317880794703,Low,0
563,199,1008.9,32.3,78.0,57.0,10.3,220.0,16.2,5.299999999999997,2.6804123711340204,Low,1
564,200,1009.2,33.4,71.0,35.0,11.2,110.0,12.0,5.5,2.358803986710963,Low,0
565,201,1007.8,36.0,79.0,78.0,10.6,200.0,12.0,7.899999999999999,2.6333333333333333,Low,1
566,202,1011.0,31.2,75.0,53.0,8.3,220.0,9.1,4.399999999999999,2.6041666666666665,Low,0
567,203,1008.4,33.0,74.0,47.0,10.1,20.0,12.6,7.699999999999999,2.542955326460481,Low,1
568,204,1009.1,32.8,74.0,53.0,8.2,290.0,25.1,3.599999999999998,2.466666666666667,Medium,0
569,205,1008.8,31.3,67.0,46.0,8.1,230.0,18.1,4.900000000000002,2.2945205479452055,Low,1
570,206,1008.9,30.8,85.0,83.0,1.6,220.0,9.1,4.5,3.1135531135531136,Low,1
571,207,1009.5,32.0,70.0,43.0,10.3,180.0,13.0,5.600000000000001,2.4054982817869415,Low,1
572,208,1005.3,35.8,77.0,49.0,9.5,220.0,21.5,9.099999999999998,2.541254125412541,Medium,0
573,209,1008.9,33.2,71.0,46.0,6.4,230.0,9.5,6.600000000000001,2.4398625429553262,Low,1
574,210,1008.9,33.2,81.0,78.0,3.1,190.0,9.1,5.400000000000002,2.7364864864864864,Low,1
575,211,1009.8,31.7,84.0,67.0,3.0,120.0,10.2,4.899999999999999,2.8187919463087248,Low,1
576,212,1008.6,31.9,86.0,88.0,1.2,230.0,21.6,5.599999999999998,2.996515679442509,Medium,1
577,213,1005.6,31.7,80.0,80.0,0.9,130.0,24.8,4.899999999999999,2.684563758389262,Medium,1
578,214,1008.5,29.0,89.0,88.0,0.9,70.0,17.5,3.0,3.2014388489208634,Low,1
579,215,1007.5,33.4,79.0,83.0,2.8,220.0,23.9,6.099999999999998,2.607260726072607,Medium,1
580,216,1005.9,30.7,84.0,78.0,7.6,220.0,14.8,4.099999999999998,3.010752688172043,Low,1
581,217,1003.5,30.6,82.0,84.0,1.5,80.0,12.0,4.400000000000002,2.939068100358423,Low,1
582,218,1005.9,30.6,77.0,47.0,8.8,130.0,10.2,4.300000000000001,2.75,Low,1
583,219,1005.8,31.2,76.0,53.0,9.5,10.0,12.9,5.800000000000001,2.7142857142857144,Low,1
584,220,1000.2,33.1,77.0,43.0,9.3,60.0,10.2,5.800000000000001,2.541254125412541,Low,0
585,221,1007.5,33.1,79.0,77.0,2.3,190.0,9.5,5.700000000000003,2.651006711409396,Low,0
586,222,1007.8,28.1,84.0,67.0,6.5,270.0,15.3,3.1000000000000014,3.146067415730337,Low,1
587,223,1008.1,33.2,78.0,69.0,8.7,220.0,11.1,5.100000000000001,2.6,Low,0
588,224,1008.4,32.3,82.0,67.0,7.7,110.0,14.5,4.4999999999999964,2.8275862068965516,Low,1
589,225,1008.9,32.8,81.0,88.0,6.8,220.0,9.1,5.4999999999999964,2.6732673267326734,Low,1
590,226,1011.7,31.0,76.0,69.0,5.3,250.0,12.8,4.399999999999999,2.676056338028169,Low,1
591,227,1012.5,33.0,75.0,44.0,9.1,20.0,9.1,4.600000000000001,2.4834437086092715,Low,0
592,228,1010.7,30.4,87.0,88.0,0.1,130.0,17.5,5.099999999999998,3.175182481751825,Low,1
593,229,1011.5,29.1,81.0,88.0,1.1,100.0,15.3,4.300000000000001,3.0223880597014925,Low,1
594,230,1011.1,33.1,84.0,47.0,7.6,240.0,18.6,4.900000000000002,2.8187919463087248,Low,1
595,231,1008.1,34.0,82.0,80.0,4.3,220.0,28.5,6.0,2.706270627062706,Medium,1
596,232,1011.4,31.7,74.0,32.0,9.1,10.0,11.9,6.5,2.5605536332179932,Low,0
597,233,1010.5,28.3,86.0,88.0,1.6,60.0,22.4,2.400000000000002,3.2950191570881224,Medium,1
598,234,1007.8,33.1,81.0,70.0,7.2,220.0,24.5,4.800000000000001,2.7,Medium,1
599,235,1008.5,28.5,91.0,85.0,5.7,190.0,9.1,4.0,3.4339622641509435,Low,1
600,236,1008.0,30.4,84.0,30.0,7.7,220.0,12.1,5.599999999999998,3.2061068702290076,Low,0
601,237,1006.7,31.0,80.0,88.0,0.6,230.0,39.7,4.5,2.8469750889679712,Medium,1
602,238,1007.0,29.1,87.0,67.0,6.3,80.0,37.5,2.6000000000000014,3.1182795698924735,Medium,1
603,239,1010.9,30.8,79.0,49.0,6.4,200.0,22.5,6.0,2.981132075471698,Medium,0
604,240,1013.3,30.8,73.0,49.0,9.5,80.0,22.9,5.5,2.7037037037037037,Medium,0
605,241,1009.6,32.0,72.0,46.0,11.0,200.0,27.3,5.0,2.4489795918367347,Medium,0
606,242,1010.5,29.8,76.0,86.0,1.4,220.0,24.4,5.100000000000001,2.911877394636015,Medium,1
607,243,1008.3,27.7,87.0,85.0,0.3,180.0,9.9,2.1999999999999993,3.246268656716418,Low,1
608,244,1010.5,29.4,86.0,84.0,2.5,90.0,9.2,4.599999999999998,3.2452830188679247,Low,1
609,245,1010.8,31.2,78.0,46.0,8.1,80.0,16.6,4.399999999999999,2.7857142857142856,Low,0
610,246,1010.5,29.8,84.0,56.0,6.9,220.0,9.5,3.5,3.010752688172043,Low,0
611,247,1011.5,32.2,72.0,28.0,4.9,80.0,16.9,5.900000000000002,2.5441696113074204,Low,0
612,248,1005.7,31.2,84.0,77.0,3.9,220.0,26.3,4.199999999999999,2.88659793814433,Medium,1
613,249,1008.4,30.2,82.0,88.0,1.2,70.0,28.5,3.3000000000000007,2.9181494661921707,Medium,1
614,250,1009.8,31.1,79.0,81.0,3.2,220.0,39.7,4.600000000000001,2.8214285714285716,Medium,1
615,251,1005.7,32.8,79.0,30.0,7.2,230.0,38.0,4.899999999999999,2.714776632302405,Medium,0
616,252,1014.5,30.1,79.0,46.0,10.3,70.0,31.8,3.5,2.801418439716312,Medium,0
617,253,1008.9,32.8,82.0,62.0,2.5,230.0,16.5,5.4999999999999964,2.751677852348993,Low,0
618,254,1006.1,32.4,81.0,78.0,7.8,230.0,27.1,5.799999999999997,2.7551020408163267,Medium,1
619,255,1005.5,31.5,75.0,38.0,11.0,70.0,13.1,4.699999999999999,2.5167785234899327,Low,1
620,256,1011.6,30.8,81.0,81.0,3.8,40.0,39.7,4.900000000000002,2.934782608695652,Medium,0
621,257,1013.9,32.0,87.0,89.0,2.2,200.0,25.0,5.800000000000001,3.096085409252669,Medium,1
622,258,1006.8,31.3,93.0,93.0,0.5,110.0,39.5,3.1999999999999993,3.1313131313131315,Medium,1
623,259,1005.9,29.2,93.0,94.0,0.0,220.0,28.0,4.699999999999999,3.4065934065934065,Medium,1
624,260,1010.3,28.7,89.0,93.0,0.6,80.0,12.1,3.099999999999998,3.3969465648854964,Low,0
625,261,1011.4,30.7,82.0,60.0,8.3,280.0,12.7,6.199999999999999,2.9927007299270074,Low,0
626,262,1006.3,28.5,85.0,84.0,0.6,290.0,38.3,3.3000000000000007,3.2319391634980987,Medium,1
627,263,1012.5,31.3,61.0,47.0,7.9,50.0,9.1,5.5,2.15547703180212,Low,0
628,264,1015.7,29.0,76.0,49.0,10.8,60.0,14.3,4.199999999999999,2.825278810408922,Low,0
629,265,1015.5,30.6,77.0,62.0,8.9,130.0,30.0,4.200000000000003,2.7017543859649122,Medium,1
630,266,1013.7,25.2,97.0,88.0,1.2,100.0,39.7,1.5999999999999979,3.895582329317269,Medium,1
631,267,1016.3,26.4,94.0,95.0,0.2,70.0,26.4,1.6999999999999993,3.6293436293436296,Medium,1
632,268,1013.2,29.8,74.0,20.0,8.6,70.0,20.5,6.699999999999999,2.948207171314741,Medium,0
633,269,1014.6,26.3,76.0,20.0,10.1,70.0,26.5,2.900000000000002,3.064516129032258,Medium,1
634,270,1012.9,30.8,74.0,44.0,9.3,80.0,17.2,7.600000000000001,2.835249042145594,Low,0
635,271,1013.0,27.3,77.0,51.0,9.8,60.0,16.4,4.100000000000001,3.0314960629921264,Low,0
636,272,1010.9,25.5,81.0,61.0,5.9,40.0,21.9,3.8999999999999986,3.403361344537815,Medium,1
637,273,1018.2,30.6,70.0,53.0,8.0,70.0,36.0,10.0,2.8925619834710745,Medium,0
638,274,1010.3,24.9,70.0,86.0,3.4,20.0,39.7,5.799999999999997,3.3816425120772946,Medium,1
639,275,1016.3,30.2,85.0,88.0,0.3,20.0,10.9,4.800000000000001,3.090909090909091,Low,1
640,276,1017.8,26.6,79.0,82.0,2.4,80.0,27.9,1.8000000000000007,3.110236220472441,Medium,1
641,277,1016.7,26.9,83.0,81.0,0.3,80.0,22.2,3.3999999999999986,3.346774193548387,Medium,1
642,278,1014.9,26.9,79.0,77.0,5.9,160.0,22.2,2.099999999999998,3.110236220472441,Medium,1
643,279,1015.0,28.8,82.0,75.0,5.3,120.0,12.8,4.900000000000002,3.1782945736434107,Low,1
644,280,1017.0,26.9,82.0,88.0,1.5,70.0,15.7,3.599999999999998,3.319838056680162,Low,1
645,281,1012.4,25.6,70.0,60.0,8.8,70.0,20.8,5.300000000000001,3.139013452914798,Medium,1
646,282,1011.4,24.7,77.0,51.0,3.4,20.0,24.9,4.599999999999998,3.452914798206278,Medium,0
647,283,1017.6,26.4,81.0,81.0,1.4,80.0,37.0,3.0,3.306122448979592,Medium,1
648,284,1010.3,26.6,80.0,58.0,5.7,30.0,23.7,3.3000000000000007,3.3195020746887964,Medium,0
649,285,1020.8,28.4,75.0,72.0,7.7,90.0,14.1,5.099999999999998,2.9069767441860463,Low,0
650,286,1012.4,25.0,81.0,76.0,7.7,70.0,27.4,4.399999999999999,3.506493506493506,Medium,1
651,287,1016.2,28.0,83.0,77.0,7.7,80.0,30.3,4.0,3.204633204633205,Medium,0
652,288,1010.5,26.1,79.0,67.0,8.5,50.0,13.0,1.6000000000000014,3.062015503875969,Low,0
653,289,1016.6,26.2,79.0,69.0,5.0,40.0,22.4,3.0,2.9477611940298507,Medium,1
654,290,1013.4,29.1,82.0,74.0,6.4,30.0,25.1,8.100000000000001,3.4893617021276597,Medium,1
655,291,1019.4,28.1,85.0,58.0,7.8,70.0,21.6,3.6000000000000014,3.281853281853282,Medium,1
656,292,1017.8,30.0,84.0,67.0,6.7,100.0,11.1,4.5,3.134328358208955,Low,1
657,293,1012.6,28.5,84.0,72.0,6.6,30.0,25.0,5.399999999999999,3.169811320754717,Medium,1
658,294,1017.8,25.9,85.0,88.0,2.7,50.0,39.5,3.6999999999999993,3.4412955465587047,Medium,1
659,295,1015.2,29.5,76.0,48.0,7.8,60.0,15.1,5.399999999999999,2.8464419475655434,Low,1
660,296,1017.4,26.3,85.0,81.0,0.4,70.0,28.2,4.800000000000001,3.6796536796536796,Medium,1
661,297,1019.0,26.1,87.0,87.0,0.7,50.0,28.6,5.0,3.766233766233766,Medium,1
662,298,1017.7,26.6,89.0,88.0,1.2,80.0,23.3,2.5,3.449612403100775,Medium,1
663,299,1015.0,28.4,90.0,81.0,2.0,70.0,15.3,4.699999999999999,3.5433070866141736,Low,1
664,300,1017.6,26.8,88.0,88.0,0.5,70.0,23.9,5.400000000000002,3.5483870967741935,Medium,1
665,301,1018.1,25.9,86.0,80.0,3.9,70.0,16.5,2.599999999999998,3.4817813765182186,Low,0
666,302,1017.8,26.6,86.0,84.0,1.0,70.0,15.3,3.3000000000000007,3.467741935483871,Low,0
667,303,1015.5,29.5,84.0,88.0,3.6,70.0,9.1,4.699999999999999,3.2061068702290076,Low,1
668,304,1018.9,28.9,90.0,78.0,4.5,80.0,15.3,4.599999999999998,3.5433070866141736,Low,1
669,305,1019.7,25.9,89.0,84.0,1.1,80.0,26.1,3.1999999999999993,3.57429718875502,Medium,1
670,306,1014.5,27.2,82.0,66.0,6.3,80.0,29.6,3.1999999999999993,3.241106719367589,Medium,1
671,307,1017.6,27.6,89.0,86.0,2.3,80.0,17.2,3.6000000000000014,3.5039370078740157,Low,1
672,308,1014.6,26.9,82.0,85.0,1.2,50.0,16.9,2.099999999999998,3.2283464566929134,Low,1
673,309,1016.4,26.6,76.0,78.0,5.8,70.0,9.1,4.5,3.114754098360656,Low,1
674,310,1020.6,25.2,75.0,59.0,5.1,20.0,20.0,6.0,3.52112676056338,Low,0
675,311,1021.6,25.3,83.0,84.0,0.5,60.0,11.9,2.6999999999999993,3.772727272727273,Low,1
676,312,1016.2,21.3,79.0,85.0,0.0,40.0,28.7,2.400000000000002,4.093264248704663,Medium,1
677,313,1021.1,21.1,75.0,88.0,0.9,40.0,16.2,2.400000000000002,3.7688442211055277,Low,1
678,314,1017.5,21.1,91.0,88.0,0.0,50.0,31.8,1.9000000000000021,4.354066985645933,Medium,1
679,315,1016.4,21.9,76.0,88.0,8.6,70.0,26.8,3.099999999999998,4.086021505376344,Medium,1
680,316,1018.2,24.9,87.0,84.0,4.4,40.0,27.0,4.5,4.123222748815166,Medium,1
681,317,1016.5,22.8,91.0,88.0,0.2,40.0,9.8,4.300000000000001,4.764397905759162,Low,1
682,318,1017.5,21.9,93.0,93.0,0.4,70.0,21.9,4.199999999999999,4.84375,Medium,1
683,319,1019.0,22.9,75.0,43.0,9.3,20.0,26.8,4.5,3.605769230769231,Medium,0
684,320,1020.0,19.3,88.0,80.0,3.3,60.0,24.0,2.1999999999999993,4.861878453038674,Medium,1
685,321,1020.3,21.3,75.0,66.0,3.3,20.0,23.3,4.100000000000001,3.7688442211055277,Medium,0
686,322,1018.1,22.4,83.0,89.0,0.6,20.0,15.7,3.0,4.048780487804878,Low,1
687,323,1020.6,18.9,75.0,95.0,0.0,10.0,26.1,2.0,4.237288135593221,Medium,1
688,324,1019.1,20.9,91.0,85.0,0.1,30.0,15.4,5.299999999999999,5.290697674418605,Low,1
689,325,1016.8,21.6,95.0,87.0,0.0,50.0,21.4,1.8000000000000007,4.634146341463414,Medium,1
690,326,1015.9,18.9,95.0,95.0,0.0,60.0,39.7,2.0,5.36723163841808,Medium,1
691,327,1020.9,24.7,75.0,43.0,9.5,60.0,20.4,4.5,3.3632286995515694,Medium,0
692,328,1018.2,22.2,81.0,78.0,2.2,60.0,10.3,4.199999999999999,3.8755980861244024,Low,1
693,329,1017.0,22.9,77.0,78.0,0.4,60.0,23.7,4.599999999999998,3.7378640776699026,Medium,1
694,330,1020.9,17.4,78.0,89.0,1.0,40.0,22.5,1.8999999999999986,4.698795180722891,Medium,1
695,331,1025.3,17.5,78.0,87.0,3.0,20.0,20.5,5.9,5.2,Medium,0
696,332,1020.1,18.8,80.0,88.0,0.5,10.0,21.6,5.4,5.228758169934641,Medium,1
697,333,1023.4,18.2,79.0,88.0,0.4,10.0,39.3,5.899999999999999,5.266666666666667,Medium,1
698,334,1021.2,17.4,84.0,83.0,3.3,40.0,30.6,3.299999999999999,5.526315789473684,Medium,1
699,335,1020.8,17.7,79.0,81.0,1.1,60.0,29.8,3.0999999999999996,4.906832298136646,Medium,0
700,336,1022.3,18.0,75.0,74.0,9.1,20.0,21.9,6.1,5.0,Medium,0
701,337,1023.4,16.6,77.0,77.0,2.5,70.0,25.2,2.900000000000002,4.8734177215189876,Medium,0
702,338,1021.1,17.3,70.0,86.0,3.0,40.0,14.8,1.1999999999999993,3.888888888888889,Low,0
703,339,1017.9,17.6,86.0,88.0,0.0,70.0,39.7,1.5,4.914285714285715,Medium,1
704,340,1022.5,19.2,76.0,86.0,0.4,20.0,29.0,4.0,4.293785310734464,Medium,1
705,341,1019.7,16.7,90.0,90.0,0.0,50.0,27.3,1.8999999999999986,5.769230769230769,Medium,1
706,342,1017.7,17.5,93.0,95.0,0.3,60.0,25.9,1.9000000000000004,5.670731707317073,Medium,1
707,343,1018.7,16.3,79.0,88.0,0.0,10.0,30.2,1.9000000000000004,5.12987012987013,Medium,1
708,344,1018.1,23.2,72.0,19.0,8.4,50.0,9.8,6.0,3.6734693877551017,Low,0
709,345,1016.7,22.3,85.0,90.0,1.0,30.0,29.8,5.800000000000001,4.619565217391305,Medium,1
710,346,1020.8,15.7,86.0,88.0,0.1,20.0,24.8,3.8999999999999986,5.733333333333333,Medium,1
711,347,1017.1,17.3,90.0,87.0,0.1,80.0,18.0,2.0,5.521472392638037,Low,1
712,348,1023.9,17.6,93.0,88.0,0.2,40.0,17.3,6.100000000000001,6.11842105263158,Low,1
713,349,1022.7,15.8,89.0,88.0,0.3,70.0,39.5,1.8000000000000007,5.855263157894737,Medium,1
714,350,1016.1,22.9,82.0,81.0,5.1,60.0,35.3,2.8999999999999986,3.727272727272727,Medium,1
715,351,1019.4,17.3,79.0,89.0,0.0,50.0,27.1,2.8000000000000007,5.266666666666667,Medium,1
716,352,1017.8,21.3,81.0,86.0,2.2,20.0,18.2,3.5,4.196891191709844,Low,1
717,353,1024.0,21.0,91.0,88.0,0.5,40.0,12.8,3.1000000000000014,4.840425531914893,Low,1
718,354,1016.4,22.3,95.0,88.0,0.0,40.0,28.4,4.900000000000002,5.21978021978022,Medium,1
719,355,1016.7,19.6,83.0,81.0,0.6,80.0,38.3,2.400000000000002,4.391534391534392,Medium,1
720,356,1019.4,20.6,75.0,90.0,0.1,50.0,38.0,4.100000000000001,4.054054054054054,Medium,1
721,357,1023.1,20.1,76.0,87.0,2.6,40.0,20.5,2.3000000000000007,3.8,Medium,1
722,358,1022.9,21.3,74.0,61.0,2.2,70.0,36.0,4.300000000000001,3.8947368421052633,Medium,0
723,359,1021.1,17.6,79.0,88.0,0.1,50.0,39.3,2.400000000000002,4.846625766871165,Medium,1
724,360,1019.4,16.8,96.0,95.0,0.0,50.0,24.2,1.4000000000000004,6.193548387096774,Medium,1
725,361,1020.6,18.1,91.0,88.0,0.0,20.0,33.4,1.6000000000000014,5.260115606936416,Medium,1
726,362,1016.6,17.2,91.0,88.0,0.0,60.0,38.0,0.5999999999999979,5.290697674418605,Medium,1
727,363,1020.8,18.1,78.0,91.0,0.2,30.0,20.2,4.300000000000001,5.131578947368421,Medium,1
728,364,1019.7,17.7,79.0,88.0,0.0,80.0,38.3,2.3999999999999986,4.906832298136646,Medium,1
729,365,1016.8,20.4,77.0,97.0,0.1,40.0,39.7,3.0,4.162162162162162,Medium,1
730,1,1016.8,20.5,96.0,91.0,0.0,50.0,39.7,2.8000000000000007,5.303867403314917,Medium,1
731,2,1019.9,16.6,92.0,100.0,0.0,40.0,37.0,2.200000000000001,5.935483870967742,Medium,1
732,3,1013.5,23.2,79.0,81.0,0.0,60.0,39.7,5.699999999999999,4.388888888888889,Medium,1
733,4,1014.9,18.6,95.0,95.0,0.0,20.0,39.7,1.7000000000000028,5.491329479768786,Medium,1
734,5,1024.4,11.3,77.0,88.0,0.0,20.0,39.3,0.9000000000000004,5.133333333333334,Medium,1
735,6,1021.6,14.3,67.0,91.0,0.0,20.0,39.7,2.5,4.466666666666667,Medium,0
736,7,1024.1,15.4,58.0,67.0,5.6,60.0,25.2,5.4,3.8666666666666667,Medium,1
737,8,1018.9,15.0,96.0,100.0,0.0,20.0,29.0,2.3000000000000007,6.4,Medium,1
738,9,1024.1,15.5,86.0,78.0,0.6,20.0,21.6,4.4,5.733333333333333,Medium,1
739,10,1014.5,16.3,87.0,100.0,0.0,20.0,29.8,4.5,5.8,Medium,1
740,11,1027.1,18.5,75.0,89.0,0.0,60.0,39.5,4.800000000000001,4.87012987012987,Medium,1
741,12,1017.7,17.0,93.0,100.0,0.0,70.0,30.3,2.1999999999999993,5.602409638554216,Medium,1
742,13,1016.8,15.8,79.0,94.0,0.0,70.0,39.5,1.200000000000001,5.163398692810457,Medium,1
743,14,1022.4,18.5,76.0,88.0,0.0,50.0,29.6,3.1999999999999993,4.606060606060606,Medium,1
744,15,1019.9,20.6,97.0,99.0,0.0,40.0,20.4,4.5,5.6395348837209305,Medium,1
745,16,1020.9,18.6,75.0,19.0,3.9,30.0,39.7,3.200000000000001,4.3604651162790695,Medium,0
746,17,1021.5,12.5,75.0,69.0,4.3,20.0,19.8,7.8,5.0,Low,0
747,18,1023.9,19.5,72.0,11.0,10.2,20.0,28.6,4.1,4.390243902439025,Medium,0
748,19,1024.1,19.8,62.0,29.0,10.2,60.0,24.9,5.4,3.7349397590361444,Medium,0
749,20,1021.6,20.3,76.0,19.0,10.2,10.0,39.7,6.0,4.720496894409937,Medium,0
750,21,1022.3,18.0,86.0,91.0,1.0,50.0,14.8,3.4000000000000004,5.212121212121212,Low,1
751,22,1023.9,20.3,74.0,43.0,10.2,30.0,14.1,3.900000000000002,4.277456647398844,Low,0
752,23,1024.7,22.4,49.0,19.0,10.2,60.0,39.7,6.999999999999998,2.768361581920904,Medium,0
753,24,1014.6,23.8,63.0,81.0,2.4,10.0,39.5,6.600000000000001,3.2474226804123716,Medium,0
754,25,1013.4,20.9,96.0,100.0,0.0,50.0,16.7,3.799999999999997,5.052631578947368,Low,1
755,26,1014.8,25.3,86.0,80.0,3.4,40.0,14.7,6.900000000000002,3.9631336405529956,Low,1
756,27,1020.6,24.8,75.0,57.0,5.3,70.0,33.5,7.600000000000001,3.926701570680628,Medium,1
757,28,1013.6,22.7,90.0,88.0,1.0,40.0,25.1,3.599999999999998,4.109589041095891,Medium,1
758,29,1020.4,15.5,93.0,88.0,1.4,70.0,24.4,1.4000000000000004,6.038961038961038,Medium,1
759,30,1021.4,14.5,70.0,19.0,2.3,20.0,21.3,4.0,4.666666666666667,Medium,0
760,31,1017.5,22.7,93.0,88.0,0.0,20.0,35.8,2.599999999999998,4.325581395348837,Medium,1
761,32,1023.6,15.1,89.0,95.0,0.0,40.0,18.2,3.5999999999999996,5.933333333333334,Low,1
762,33,1020.4,17.2,69.0,46.0,9.5,20.0,24.4,1.5999999999999996,4.2592592592592595,Medium,0
763,34,1025.6,20.3,76.0,83.0,0.4,50.0,26.1,2.400000000000002,4.198895027624309,Medium,1
764,35,1017.8,20.6,79.0,84.0,1.2,40.0,21.9,3.5,4.224598930481283,Medium,1
765,36,1022.7,15.4,79.0,88.0,0.0,20.0,25.2,4.0,5.266666666666667,Medium,1
766,37,1026.5,15.0,69.0,88.0,0.2,20.0,32.2,3.8000000000000007,4.6,Medium,1
767,38,1020.6,21.2,79.0,83.0,2.2,20.0,17.3,3.8999999999999986,4.340659340659341,Low,1
768,39,1017.1,22.3,82.0,87.0,1.0,50.0,24.9,5.100000000000001,3.961352657004831,Medium,1
769,40,1025.4,19.7,75.0,78.0,3.3,40.0,16.0,3.8999999999999986,4.237288135593221,Low,0
770,41,1018.9,21.6,78.0,82.0,0.0,50.0,12.7,4.0,4.333333333333333,Low,1
771,42,1014.2,20.7,78.0,88.0,0.6,30.0,25.1,4.199999999999999,4.508670520231214,Medium,1
772,43,1015.1,25.5,78.0,68.0,9.8,80.0,14.8,4.899999999999999,3.6111111111111107,Low,0
773,44,1024.3,21.1,76.0,59.0,10.4,30.0,25.5,5.800000000000001,4.269662921348314,Medium,0
774,45,1018.6,20.8,78.0,55.0,6.9,50.0,9.1,2.5,4.148936170212766,Low,1
775,46,1017.9,20.6,85.0,91.0,0.1,70.0,33.0,3.700000000000003,4.594594594594595,Medium,1
776,47,1018.6,17.0,93.0,91.0,0.9,20.0,20.5,1.6999999999999993,5.602409638554216,Medium,1
777,48,1016.3,17.4,95.0,91.0,0.0,40.0,29.8,2.599999999999998,6.209150326797386,Medium,1
778,49,1019.9,17.5,95.0,91.0,0.0,60.0,34.0,2.0,5.757575757575758,Medium,1
779,50,1024.4,17.3,78.0,88.0,1.0,20.0,10.2,3.6000000000000014,5.032258064516129,Low,1
780,51,1015.2,17.1,95.0,100.0,0.0,50.0,21.8,1.200000000000001,5.7228915662650595,Medium,1
781,52,1018.4,18.4,93.0,96.0,0.0,60.0,38.0,3.3999999999999986,5.314285714285714,Medium,1
782,53,1019.4,23.6,79.0,48.0,10.3,20.0,23.9,4.700000000000003,3.8725490196078436,Medium,0
783,54,1016.6,25.8,90.0,85.0,0.6,60.0,24.8,9.2,4.166666666666666,Medium,1
784,55,1020.4,17.1,79.0,79.0,0.2,20.0,23.3,2.3000000000000007,5.096774193548387,Medium,0
785,56,1023.4,15.2,77.0,91.0,0.8,40.0,28.6,3.799999999999999,5.133333333333334,Medium,1
786,57,1012.2,21.3,92.0,96.0,0.0,50.0,11.1,2.5,4.867724867724868,Low,1
787,58,1012.0,17.6,97.0,88.0,0.2,70.0,15.7,1.1000000000000014,5.542857142857143,Low,1
788,59,1012.0,18.0,76.0,86.0,3.7,20.0,31.7,1.6999999999999993,4.393063583815029,Medium,1
789,60,1014.8,21.4,76.0,78.0,6.2,60.0,25.2,1.8999999999999986,3.707317073170732,Medium,0
790,61,1013.4,24.0,79.0,76.0,0.0,40.0,11.2,4.399999999999999,3.623853211009174,Low,1
791,62,1012.2,21.3,90.0,84.0,0.0,40.0,9.4,2.3000000000000007,4.368932038834951,Low,1
792,63,1018.4,21.3,98.0,100.0,0.0,50.0,9.1,4.100000000000001,5.130890052356021,Low,1
793,64,1015.2,19.3,93.0,88.0,2.4,80.0,17.3,1.9000000000000021,4.973262032085562,Low,1
794,65,1021.8,21.9,82.0,82.0,3.1,50.0,21.4,4.5,4.270833333333334,Medium,1
