cloud,sunshine,maxtemp cloud,humidity,sunshine windspeed,sunshine winddirection,id sunshine,day sunshine,day,id,cloud temp_diff,temp_diff,maxtemp,winddirection,rainfall
88.0,1.2,2446.4,90.0,24.479999999999997,228.0,548.4,111.6,93.0,457.0,404.8000000000001,4.600000000000001,27.8,190.0,1
88.0,0.2,2428.8,87.0,2.9000000000000004,8.0,91.6,18.8,94.0,458.0,343.20000000000016,3.900000000000002,27.6,40.0,1
88.0,0.0,2032.8,91.0,0.0,0.0,0.0,0.0,95.0,459.0,237.60000000000025,2.700000000000003,23.1,40.0,1
89.0,1.1,2518.7000000000003,89.0,16.28,88.0,506.00000000000006,105.6,96.0,460.0,311.5,3.5,28.3,80.0,1
88.0,1.6,2543.2,96.0,40.16,128.0,737.6,155.20000000000002,97.0,461.0,422.39999999999975,4.799999999999997,28.9,80.0,1
85.0,0.2,2465.0,91.0,2.9600000000000004,16.0,92.4,19.6,98.0,462.0,331.4999999999999,3.8999999999999986,29.0,80.0,1
83.0,2.6,2390.4,79.0,53.04,598.0,1203.8,257.40000000000003,99.0,463.0,356.90000000000003,4.300000000000001,28.8,230.0,1
80.0,1.2,2296.0,81.0,24.0,84.0,556.8,120.0,100.0,464.0,311.9999999999999,3.8999999999999986,28.7,70.0,1
81.0,3.9,2324.7,76.0,49.92,312.0,1813.5,393.9,101.0,465.0,380.69999999999993,4.699999999999999,28.7,80.0,1
77.0,1.1,2063.6,91.0,24.09,33.0,512.6,112.2,102.0,466.0,231.0,3.0,26.8,30.0,1
85.0,2.2,2227.0,82.0,72.60000000000001,176.0,1027.4,226.6,103.0,467.0,186.99999999999991,2.1999999999999993,26.2,80.0,1
88.0,3.3,2252.8,80.0,95.04,264.0,1544.4,343.2,104.0,468.0,448.8000000000001,5.100000000000001,25.6,80.0,1
88.0,0.6,2560.8,92.0,7.8,138.0,281.4,63.0,105.0,469.0,360.8000000000001,4.100000000000001,29.1,230.0,1
88.0,0.7,2710.4,93.0,15.12,91.0,329.0,74.19999999999999,106.0,470.0,387.20000000000016,4.400000000000002,30.8,130.0,1
88.0,3.5,2604.8,83.0,59.14999999999999,630.0,1648.5,374.5,107.0,471.0,378.4000000000001,4.300000000000001,29.6,180.0,1
83.0,2.1,2589.6,80.0,60.27,168.0,991.2,226.8,108.0,472.0,406.6999999999999,4.899999999999999,31.2,80.0,1
82.0,2.2,2386.2000000000003,85.0,20.9,88.0,1040.6,239.8,109.0,473.0,336.2000000000001,4.100000000000001,29.1,40.0,1
88.0,0.3,2728.0,85.0,4.59,66.0,142.2,33.0,110.0,474.0,413.5999999999999,4.699999999999999,31.0,220.0,1
81.0,6.8,2421.9,88.0,108.12,1768.0,3230.0,754.8,111.0,475.0,372.59999999999985,4.599999999999998,29.9,260.0,1
79.0,3.3,2227.7999999999997,83.0,45.87,264.0,1570.8,369.6,112.0,476.0,276.5,3.5,28.2,80.0,1
88.0,1.0,2499.2,84.0,15.4,190.0,477.0,113.0,113.0,477.0,264.0,3.0,28.4,190.0,1
88.0,2.5,2675.2,81.0,35.75,125.0,1195.0,285.0,114.0,478.0,528.0,6.0,30.4,50.0,1
79.0,6.6,2093.5,79.0,120.12,594.0,3161.3999999999996,759.0,115.0,479.0,426.5999999999999,5.399999999999999,26.5,90.0,1
88.0,0.3,2587.2,86.0,3.0599999999999996,6.0,144.0,34.8,116.0,480.0,554.3999999999997,6.299999999999997,29.4,20.0,1
88.0,0.6,2332.0,90.0,22.5,48.0,288.59999999999997,70.2,117.0,481.0,281.5999999999999,3.1999999999999993,26.5,80.0,1
86.0,1.9,2296.2,89.0,71.63,95.0,915.8,224.2,118.0,482.0,292.39999999999986,3.3999999999999986,26.7,50.0,1
85.0,4.6,2363.0,89.0,115.46,322.0,2221.7999999999997,547.4,119.0,483.0,331.50000000000017,3.900000000000002,27.8,70.0,1
79.0,6.9,2377.9,82.0,173.19000000000003,1518.0,3339.6000000000004,828.0,120.0,484.0,260.70000000000005,3.3000000000000007,30.1,220.0,1
88.0,0.6,2323.2,93.0,17.04,138.0,291.0,72.6,121.0,485.0,167.19999999999987,1.8999999999999984,26.4,230.0,1
88.0,0.2,2428.8,92.0,3.18,18.0,97.2,24.4,122.0,486.0,387.20000000000016,4.400000000000002,27.6,90.0,1
88.0,0.2,2604.8,86.0,6.859999999999999,44.0,97.4,24.6,123.0,487.0,334.4000000000001,3.8000000000000007,29.6,220.0,1
88.0,1.0,2332.0,94.0,28.6,40.0,488.0,124.0,124.0,488.0,220.0,2.5,26.5,40.0,1
74.0,2.0,2294.0,93.0,56.8,50.0,978.0,250.0,125.0,489.0,362.5999999999999,4.899999999999999,31.0,25.0,1
88.0,0.1,2323.2,90.0,1.67,8.0,49.0,12.6,126.0,490.0,272.79999999999984,3.099999999999998,26.4,80.0,1
82.0,3.8,2312.4,87.0,83.6,342.0,1865.8,482.6,127.0,491.0,344.3999999999999,4.199999999999999,28.2,90.0,1
83.0,2.4,2423.6,84.0,64.32,528.0,1180.8,307.2,128.0,492.0,365.1999999999999,4.399999999999999,29.2,220.0,1
88.0,0.9,2675.2,87.0,11.88,207.0,443.7,116.1,129.0,493.0,554.3999999999997,6.299999999999997,30.4,230.0,1
87.0,0.3,2401.2000000000003,85.0,3.63,24.0,148.2,39.0,130.0,494.0,287.1000000000001,3.3000000000000007,27.6,80.0,1
81.0,1.6,2405.7,87.0,15.68,304.0,792.0,209.6,131.0,495.0,226.80000000000007,2.8000000000000007,29.7,190.0,1
88.0,1.0,2868.8,90.0,25.9,80.0,496.0,132.0,132.0,496.0,765.6000000000003,8.700000000000003,32.6,80.0,1
88.0,6.8,2728.0,78.0,149.6,1496.0,3379.6,904.4,133.0,497.0,387.1999999999999,4.399999999999999,31.0,220.0,1
69.0,7.4,2180.4,78.0,61.42000000000001,1628.0,3685.2,991.6,134.0,498.0,358.8000000000002,5.200000000000003,31.6,220.0,0
72.0,8.5,2397.6,79.0,256.7,1955.0,4241.5,1147.5,135.0,499.0,395.9999999999998,5.4999999999999964,33.3,230.0,1
59.0,9.8,1964.7,82.0,148.96,2254.0,4900.0,1332.8000000000002,136.0,500.0,271.39999999999986,4.599999999999998,33.3,230.0,1
78.0,8.8,2566.2,81.0,151.36,1936.0,4408.8,1205.6,137.0,501.0,397.79999999999984,5.099999999999998,32.9,220.0,1
88.0,0.4,2719.2,85.0,7.2,68.0,200.8,55.2,138.0,502.0,316.79999999999984,3.599999999999998,30.9,170.0,1
88.0,0.7,2807.2,89.0,16.939999999999998,154.0,352.09999999999997,97.3,139.0,503.0,484.0,5.5,31.9,220.0,1
49.0,11.5,1641.5,70.0,147.20000000000002,805.0,5796.0,1610.0,140.0,504.0,426.2999999999999,8.7,33.5,70.0,0
84.0,2.3,2746.8,88.0,73.36999999999999,529.0,1161.5,324.29999999999995,141.0,505.0,428.4000000000001,5.100000000000001,32.7,230.0,1
40.0,8.8,1160.0,72.0,60.720000000000006,88.0,4452.8,1249.6,142.0,506.0,172.00000000000003,4.300000000000001,29.0,10.0,0
54.0,10.4,1744.1999999999998,78.0,241.28,2288.0,5272.8,1487.2,143.0,507.0,280.7999999999998,5.199999999999996,32.3,220.0,0
46.0,11.5,1518.0,78.0,235.75,1955.0,5842.0,1656.0,144.0,508.0,211.60000000000008,4.600000000000001,33.0,170.0,0
88.0,0.3,2736.8,89.0,9.15,69.0,152.7,43.5,145.0,509.0,369.60000000000025,4.200000000000003,31.1,230.0,1
29.0,10.5,959.9,78.0,250.95,2100.0,5355.0,1533.0,146.0,510.0,176.90000000000003,6.100000000000001,33.1,200.0,0
74.0,6.7,2353.2000000000003,84.0,75.03999999999999,1474.0,3423.7000000000003,984.9,147.0,511.0,421.7999999999999,5.699999999999999,31.8,220.0,1
78.0,4.1,2308.8,70.0,37.309999999999995,1025.0,2099.2,606.8,148.0,512.0,296.40000000000003,3.8000000000000007,29.6,250.0,1
88.0,1.5,2710.4,86.0,25.799999999999997,330.0,769.5,223.5,149.0,513.0,554.4000000000001,6.300000000000001,30.8,220.0,1
70.0,8.7,2247.0,79.0,381.05999999999995,2001.0,4471.799999999999,1305.0,150.0,514.0,238.00000000000017,3.400000000000002,32.1,230.0,0
25.0,10.5,850.0,74.0,95.55,2625.0,5407.5,1585.5,151.0,515.0,154.99999999999997,6.199999999999999,34.0,250.0,0
60.0,7.8,1980.0,81.0,341.64,78.0,4024.8,1185.6,152.0,516.0,288.00000000000006,4.800000000000001,33.0,10.0,1
20.0,10.2,640.0,76.0,360.05999999999995,2244.0,5273.4,1560.6,153.0,517.0,70.0,3.5,32.0,220.0,0
55.0,10.2,1870.0,78.0,92.82,2040.0,5283.599999999999,1570.8,154.0,518.0,324.49999999999994,5.899999999999999,34.0,200.0,1
40.0,9.0,1280.0,75.0,145.79999999999998,2430.0,4671.0,1395.0,155.0,519.0,155.99999999999994,3.8999999999999986,32.0,270.0,0
83.0,0.0,2357.2,90.0,0.0,0.0,0.0,0.0,156.0,520.0,182.5999999999999,2.1999999999999993,28.4,230.0,1
80.0,0.4,2552.0,93.0,15.880000000000004,76.0,208.4,62.8,157.0,521.0,255.99999999999991,3.1999999999999993,31.9,190.0,1
49.0,11.2,1656.1999999999998,80.0,292.32,224.0,5846.4,1769.6,158.0,522.0,313.5999999999999,6.399999999999999,33.8,20.0,0
83.0,2.6,2490.0,87.0,98.8,572.0,1359.8,413.4,159.0,523.0,298.8000000000001,3.6000000000000014,30.0,220.0,1
88.0,1.0,2904.0,80.0,12.8,220.0,524.0,160.0,160.0,524.0,404.8000000000001,4.600000000000001,33.0,220.0,1
84.0,4.6,2797.2,86.0,100.73999999999998,1012.0,2415.0,740.5999999999999,161.0,525.0,445.19999999999976,5.299999999999997,33.3,220.0,1
68.0,9.6,2264.3999999999996,78.0,105.6,2112.0,5049.599999999999,1555.2,162.0,526.0,373.9999999999998,5.4999999999999964,33.3,220.0,1
53.0,7.8,1876.2,78.0,111.54,1794.0,4110.599999999999,1271.4,163.0,527.0,445.19999999999993,8.399999999999999,35.4,230.0,1
60.0,9.7,1992.0,79.0,219.22,776.0,5121.599999999999,1590.8,164.0,528.0,306.0000000000001,5.100000000000001,33.2,80.0,0
28.0,10.1,988.4,72.0,251.49,2222.0,5342.9,1666.5,165.0,529.0,204.39999999999992,7.299999999999997,35.3,220.0,0
72.0,7.8,2318.4,80.0,143.51999999999998,1794.0,4134.0,1294.8,166.0,530.0,439.2000000000001,6.100000000000001,32.2,230.0,1
74.0,6.6,2390.2,76.0,132.0,1452.0,3504.6,1102.2,167.0,531.0,362.5999999999999,4.899999999999999,32.3,220.0,1
48.0,10.0,1555.1999999999998,75.0,113.0,2400.0,5320.0,1680.0,168.0,532.0,211.19999999999993,4.399999999999999,32.4,240.0,0
88.0,2.3,2692.8,89.0,34.959999999999994,552.0,1225.9,388.7,169.0,533.0,369.60000000000025,4.200000000000003,30.6,240.0,1
84.0,6.2,2721.6,79.0,59.52,1426.0,3310.8,1054.0,170.0,534.0,403.19999999999976,4.799999999999997,32.4,230.0,1
30.0,8.6,987.0,74.0,193.5,2064.0,4601.0,1470.6,171.0,535.0,116.99999999999996,3.8999999999999986,32.9,240.0,1
61.0,9.0,2049.6,78.0,122.4,720.0,4824.0,1548.0,172.0,536.0,329.40000000000015,5.400000000000002,33.6,80.0,0
86.0,0.3,2666.0,92.0,3.75,48.0,161.1,51.9,173.0,537.0,275.19999999999993,3.1999999999999993,31.0,160.0,1
85.0,2.0,2872.9999999999995,84.0,25.6,380.0,1076.0,348.0,174.0,538.0,560.9999999999998,6.599999999999998,33.8,190.0,1
88.0,1.0,2842.3999999999996,86.0,19.7,230.0,539.0,175.0,175.0,539.0,466.39999999999975,5.299999999999997,32.3,230.0,1
79.0,1.4,2543.8,82.0,18.62,308.0,756.0,246.4,176.0,540.0,458.20000000000033,5.800000000000004,32.2,220.0,1
85.0,0.3,2601.0,89.0,5.19,57.0,162.29999999999998,53.1,177.0,541.0,493.00000000000006,5.800000000000001,30.6,190.0,1
88.0,0.3,2780.8,88.0,4.74,66.0,162.6,53.4,178.0,542.0,387.20000000000016,4.400000000000002,31.6,220.0,1
67.0,7.7,2211.0,82.0,232.54,1771.0,4181.1,1378.3,179.0,543.0,268.0,4.0,33.0,230.0,1
85.0,1.0,2626.5,85.0,11.8,220.0,544.0,180.0,180.0,544.0,382.5,4.5,30.9,220.0,1
84.0,1.7,2595.6,86.0,20.06,425.0,926.5,307.7,181.0,545.0,403.19999999999976,4.799999999999997,30.9,250.0,1
72.0,10.4,2397.6,77.0,153.92000000000002,2288.0,5678.400000000001,1892.8,182.0,546.0,467.9999999999998,6.4999999999999964,33.3,220.0,1
84.0,3.5,2797.2,79.0,95.55,770.0,1914.5,640.5,183.0,547.0,411.5999999999999,4.899999999999999,33.3,220.0,1
87.0,0.3,2714.4,84.0,4.26,72.0,164.4,55.2,184.0,548.0,261.0,3.0,31.2,240.0,1
70.0,9.1,2240.0,72.0,113.75,2093.0,4995.9,1683.5,185.0,549.0,252.0000000000001,3.6000000000000014,32.0,230.0,1
55.0,10.0,1826.0,77.0,146.0,2700.0,5500.0,1860.0,186.0,550.0,368.50000000000017,6.700000000000003,33.2,270.0,1
83.0,3.2,2597.9,84.0,28.480000000000004,736.0,1763.2,598.4,187.0,551.0,356.90000000000003,4.300000000000001,31.3,230.0,1
67.0,10.1,2170.7999999999997,75.0,146.45,2222.0,5575.2,1898.8,188.0,552.0,301.5,4.5,32.4,220.0,1
83.0,8.1,2722.3999999999996,84.0,124.74,1863.0,4479.3,1530.9,189.0,553.0,531.1999999999999,6.399999999999999,32.8,230.0,0
73.0,10.7,2482.0,78.0,135.89,2247.0,5927.799999999999,2033.0,190.0,554.0,408.8000000000001,5.600000000000001,34.0,210.0,0
72.0,6.0,2368.7999999999997,79.0,57.0,1200.0,3330.0,1146.0,191.0,555.0,345.5999999999998,4.799999999999997,32.9,200.0,1
88.0,1.3,2798.4,81.0,16.64,65.0,722.8000000000001,249.6,192.0,556.0,457.5999999999999,5.199999999999999,31.8,50.0,1
79.0,10.2,2630.7,77.0,204.0,2346.0,5681.4,1968.6,193.0,557.0,450.29999999999967,5.699999999999996,33.3,230.0,0
44.0,6.0,1482.8000000000002,72.0,83.4,1380.0,3348.0,1164.0,194.0,558.0,220.00000000000017,5.0000000000000036,33.7,230.0,0
29.0,9.1,968.6,74.0,129.22,2184.0,5086.9,1774.5,195.0,559.0,156.59999999999997,5.399999999999999,33.4,240.0,0
21.0,11.1,688.8,78.0,123.21,2331.0,6216.0,2175.6,196.0,560.0,81.89999999999998,3.8999999999999986,32.8,210.0,0
53.0,10.0,1759.6,75.0,103.0,2200.0,5610.0,1970.0,197.0,561.0,254.40000000000023,4.800000000000004,33.2,220.0,0
62.0,11.1,2021.2,82.0,187.58999999999995,2442.0,6238.2,2197.7999999999997,198.0,562.0,285.2000000000001,4.600000000000001,32.6,220.0,0
57.0,10.3,1841.1,78.0,166.86,2266.0,5798.900000000001,2049.7000000000003,199.0,563.0,302.09999999999985,5.299999999999997,32.3,220.0,1
35.0,11.2,1169.0,71.0,134.39999999999998,1232.0,6316.799999999999,2240.0,200.0,564.0,192.5,5.5,33.4,110.0,0
78.0,10.6,2808.0,79.0,127.2,2120.0,5989.0,2130.6,201.0,565.0,616.1999999999999,7.899999999999999,36.0,200.0,1
53.0,8.3,1653.6,75.0,57.27000000000001,1826.0,4697.8,1676.6,202.0,566.0,233.19999999999993,4.399999999999999,31.2,220.0,0
47.0,10.1,1551.0,74.0,127.26,202.0,5726.7,2050.2999999999997,203.0,567.0,361.9,7.699999999999999,33.0,20.0,1
53.0,8.2,1738.4,74.0,205.82,2378.0,4657.599999999999,1672.8,204.0,568.0,190.7999999999999,3.599999999999998,32.8,290.0,0
46.0,8.1,1439.8,67.0,146.61,1863.0,4608.9,1660.5,205.0,569.0,225.4000000000001,4.900000000000002,31.3,230.0,1
83.0,1.6,2556.4,85.0,11.04,352.0,912.0,329.6,206.0,570.0,373.5,4.5,30.8,220.0,1
43.0,10.3,1376.0,70.0,133.9,1854.0,5881.3,2132.1000000000004,207.0,571.0,240.80000000000007,5.600000000000001,32.0,180.0,1
49.0,9.5,1754.1999999999998,77.0,204.25,2090.0,5434.0,1976.0,208.0,572.0,445.8999999999999,9.099999999999998,35.8,220.0,0
46.0,6.4,1527.2,71.0,60.8,1472.0,3667.2,1337.6,209.0,573.0,303.6000000000001,6.600000000000001,33.2,230.0,1
78.0,3.1,2589.6000000000004,81.0,21.39,589.0,1779.4,651.0,210.0,574.0,421.20000000000016,5.400000000000002,33.2,190.0,1
67.0,3.0,2123.9,84.0,30.6,360.0,1725.0,633.0,211.0,575.0,328.2999999999999,4.899999999999999,31.7,120.0,1
88.0,1.2,2807.2,86.0,25.92,276.0,691.1999999999999,254.4,212.0,576.0,492.79999999999984,5.599999999999998,31.9,230.0,1
80.0,0.9,2536.0,80.0,22.32,117.0,519.3000000000001,191.7,213.0,577.0,391.9999999999999,4.899999999999999,31.7,130.0,1
88.0,0.9,2552.0,89.0,15.75,63.0,520.2,192.6,214.0,578.0,264.0,3.0,29.0,70.0,1
83.0,2.8,2772.2,79.0,66.91999999999999,616.0,1621.1999999999998,602.0,215.0,579.0,506.29999999999984,6.099999999999998,33.4,220.0,1
78.0,7.6,2394.6,84.0,112.48,1672.0,4408.0,1641.6,216.0,580.0,319.79999999999984,4.099999999999998,30.7,220.0,1
84.0,1.5,2570.4,82.0,18.0,120.0,871.5,325.5,217.0,581.0,369.6000000000002,4.400000000000002,30.6,80.0,1
47.0,8.8,1438.2,77.0,89.76,1144.0,5121.6,1918.4,218.0,582.0,202.1,4.300000000000001,30.6,130.0,1
53.0,9.5,1653.6,76.0,122.55,95.0,5538.5,2080.5,219.0,583.0,307.40000000000003,5.800000000000001,31.2,10.0,1
43.0,9.3,1423.3,77.0,94.86,558.0,5431.200000000001,2046.0,220.0,584.0,249.40000000000003,5.800000000000001,33.1,60.0,0
77.0,2.3,2548.7000000000003,79.0,21.85,436.99999999999994,1345.5,508.2999999999999,221.0,585.0,438.9000000000002,5.700000000000003,33.1,190.0,0
67.0,6.5,1882.7,84.0,99.45,1755.0,3809.0,1443.0,222.0,586.0,207.7000000000001,3.1000000000000014,28.1,270.0,1
69.0,8.7,2290.8,78.0,96.57,1914.0,5106.9,1940.1,223.0,587.0,351.9000000000001,5.100000000000001,33.2,220.0,0
67.0,7.7,2164.1,82.0,111.65,847.0,4527.6,1724.8,224.0,588.0,301.4999999999998,4.4999999999999964,32.3,110.0,1
88.0,6.8,2886.3999999999996,81.0,53.72,1496.0,4005.2,1530.0,225.0,589.0,483.99999999999966,5.4999999999999964,32.8,220.0,1
69.0,5.3,2139.0,76.0,67.84,1325.0,3127.0,1197.8,226.0,590.0,303.5999999999999,4.399999999999999,31.0,250.0,1
44.0,9.1,1452.0,75.0,82.80999999999999,182.0,5378.099999999999,2065.7,227.0,591.0,202.4000000000001,4.600000000000001,33.0,20.0,0
88.0,0.1,2675.2,87.0,1.75,13.0,59.2,22.8,228.0,592.0,448.79999999999984,5.099999999999998,30.4,130.0,1
88.0,1.1,2560.8,81.0,16.830000000000002,110.0,652.3000000000001,251.90000000000003,229.0,593.0,378.4000000000001,4.300000000000001,29.1,100.0,1
47.0,7.6,1555.7,84.0,141.36,1824.0,4514.4,1748.0,230.0,594.0,230.3000000000001,4.900000000000002,33.1,240.0,1
80.0,4.3,2720.0,82.0,122.55,946.0,2558.5,993.3,231.0,595.0,480.0,6.0,34.0,220.0,1
32.0,9.1,1014.4,74.0,108.29,91.0,5423.599999999999,2111.2,232.0,596.0,208.0,6.5,31.7,10.0,0
88.0,1.6,2490.4,86.0,35.839999999999996,96.0,955.2,372.8,233.0,597.0,211.2000000000002,2.400000000000002,28.3,60.0,1
70.0,7.2,2317.0,81.0,176.4,1584.0,4305.6,1684.8,234.0,598.0,336.00000000000006,4.800000000000001,33.1,220.0,1
85.0,5.7,2422.5,91.0,50.73,1083.0,3414.3,1339.5,235.0,599.0,340.0,4.0,28.5,190.0,1
30.0,7.7,912.0,84.0,93.17,1694.0,4620.0,1817.2,236.0,600.0,167.99999999999994,5.599999999999998,30.4,220.0,0
88.0,0.6,2728.0,80.0,24.0,138.0,360.6,142.2,237.0,601.0,396.0,4.5,31.0,230.0,1
67.0,6.3,1949.7,87.0,236.25,504.0,3792.6,1499.4,238.0,602.0,174.2000000000001,2.6000000000000014,29.1,80.0,1
49.0,6.4,1509.2,79.0,144.0,1280.0,3859.2,1529.6,239.0,603.0,294.0,6.0,30.8,200.0,0
49.0,9.5,1509.2,73.0,217.55,760.0,5738.0,2280.0,240.0,604.0,269.5,5.5,30.8,80.0,0
46.0,11.0,1472.0,72.0,300.3,2200.0,6655.0,2651.0,241.0,605.0,230.0,5.0,32.0,200.0,0
86.0,1.4,2562.8,76.0,34.16,308.0,848.4,338.79999999999995,242.0,606.0,438.60000000000014,5.100000000000001,29.8,220.0,1
85.0,0.3,2354.5,87.0,2.97,54.0,182.1,72.89999999999999,243.0,607.0,186.99999999999991,2.1999999999999993,27.7,180.0,1
84.0,2.5,2469.6,86.0,23.0,225.0,1520.0,610.0,244.0,608.0,386.3999999999998,4.599999999999998,29.4,90.0,1
46.0,8.1,1435.2,78.0,134.46,648.0,4932.9,1984.5,245.0,609.0,202.39999999999992,4.399999999999999,31.2,80.0,0
56.0,6.9,1668.8,84.0,65.55,1518.0,4209.0,1697.4,246.0,610.0,196.0,3.5,29.8,220.0,0
28.0,4.9,901.6,72.0,82.81,392.0,2993.9,1210.3000000000002,247.0,611.0,165.20000000000005,5.900000000000002,32.2,80.0,0
77.0,3.9,2402.4,84.0,102.57,858.0,2386.7999999999997,967.2,248.0,612.0,323.3999999999999,4.199999999999999,31.2,220.0,1
88.0,1.2,2657.6,82.0,34.199999999999996,84.0,735.6,298.8,249.0,613.0,290.4000000000001,3.3000000000000007,30.2,70.0,1
81.0,3.2,2519.1,79.0,129.28,704.0,1964.8,800.0,250.0,614.0,372.60000000000014,4.600000000000001,31.1,220.0,1
30.0,7.2,984.0,79.0,273.6,1656.0,4428.0,1807.2,251.0,615.0,146.99999999999994,4.899999999999999,32.8,230.0,0
46.0,10.3,1384.6,79.0,327.54,721.0,6344.8,2595.6000000000004,252.0,616.0,161.0,3.5,30.1,70.0,0
62.0,2.5,2033.6,82.0,41.25,575.0,1542.5,632.5,253.0,617.0,340.9999999999998,5.4999999999999964,32.8,230.0,0
78.0,7.8,2527.2,81.0,211.38,1794.0,4820.4,1981.2,254.0,618.0,452.39999999999975,5.799999999999997,32.4,230.0,1
38.0,11.0,1197.0,75.0,144.1,770.0,6809.0,2805.0,255.0,619.0,178.59999999999997,4.699999999999999,31.5,70.0,1
81.0,3.8,2494.8,81.0,169.86,152.0,2356.0,972.8,256.0,620.0,396.90000000000015,4.900000000000002,30.8,40.0,0
89.0,2.2,2848.0,87.0,55.00000000000001,440.00000000000006,1366.2,565.4000000000001,257.0,621.0,516.2,5.800000000000001,32.0,200.0,1
93.0,0.5,2910.9,93.0,19.75,55.0,311.0,129.0,258.0,622.0,297.5999999999999,3.1999999999999993,31.3,110.0,1
94.0,0.0,2744.7999999999997,93.0,0.0,0.0,0.0,0.0,259.0,623.0,441.7999999999999,4.699999999999999,29.2,220.0,1
93.0,0.6,2669.1,89.0,7.26,48.0,374.4,156.0,260.0,624.0,288.2999999999998,3.099999999999998,28.7,80.0,0
60.0,8.3,1842.0,82.0,105.41,2324.0,5187.5,2166.3,261.0,625.0,371.99999999999994,6.199999999999999,30.7,280.0,0
84.0,0.6,2394.0,85.0,22.979999999999997,174.0,375.6,157.2,262.0,626.0,277.20000000000005,3.3000000000000007,28.5,290.0,1
47.0,7.9,1471.1,61.0,68.73,395.0,4953.3,2077.7000000000003,263.0,627.0,258.5,5.5,31.3,50.0,0
49.0,10.8,1421.0,76.0,154.44000000000003,648.0,6782.400000000001,2851.2000000000003,264.0,628.0,205.79999999999995,4.199999999999999,29.0,60.0,0
62.0,8.9,1897.2,77.0,267.0,1157.0,5598.1,2358.5,265.0,629.0,260.4000000000002,4.200000000000003,30.6,130.0,1
88.0,1.2,2217.6,97.0,49.68,120.0,756.0,319.2,266.0,630.0,140.7999999999998,1.599999999999998,25.2,100.0,1
95.0,0.2,2508.0,94.0,5.28,14.0,126.2,53.400000000000006,267.0,631.0,161.49999999999994,1.6999999999999993,26.4,70.0,1
20.0,8.6,596.0,74.0,176.29999999999998,602.0,5435.2,2304.7999999999997,268.0,632.0,134.0,6.699999999999999,29.8,70.0,0
20.0,10.1,526.0,76.0,267.65,707.0,6393.3,2716.9,269.0,633.0,58.00000000000004,2.900000000000002,26.3,70.0,1
44.0,9.3,1355.2,74.0,159.96,744.0,5896.200000000001,2511.0,270.0,634.0,334.4000000000001,7.600000000000001,30.8,80.0,0
51.0,9.8,1392.3,77.0,160.72,588.0,6223.0,2655.8,271.0,635.0,209.10000000000008,4.100000000000001,27.3,60.0,0
61.0,5.9,1555.5,81.0,129.21,236.0,3752.4,1604.8000000000002,272.0,636.0,237.89999999999992,3.8999999999999986,25.5,40.0,1
53.0,8.0,1621.8000000000002,70.0,288.0,560.0,5096.0,2184.0,273.0,637.0,530.0,10.0,30.6,70.0,0
86.0,3.4,2141.4,70.0,136.0,68.0,2169.2,931.6,274.0,638.0,498.7999999999997,5.799999999999997,24.9,20.0,1
88.0,0.3,2657.6,85.0,3.27,6.0,191.7,82.5,275.0,639.0,422.4000000000001,4.800000000000001,30.2,20.0,1
82.0,2.4,2181.2000000000003,79.0,66.96,192.0,1536.0,662.4,276.0,640.0,147.60000000000005,1.8000000000000007,26.6,80.0,1
81.0,0.3,2178.9,83.0,6.659999999999999,24.0,192.3,83.1,277.0,641.0,275.39999999999986,3.3999999999999986,26.9,80.0,1
77.0,5.9,2071.2999999999997,79.0,130.98,944.0,3787.8,1640.2,278.0,642.0,161.69999999999985,2.099999999999998,26.9,160.0,1
75.0,5.3,2160.0,82.0,67.84,636.0,3407.9,1478.7,279.0,643.0,367.50000000000017,4.900000000000002,28.8,120.0,1
88.0,1.5,2367.2,82.0,23.549999999999997,105.0,966.0,420.0,280.0,644.0,316.79999999999984,3.599999999999998,26.9,70.0,1
60.0,8.8,1536.0,70.0,183.04,616.0,5676.000000000001,2472.8,281.0,645.0,318.00000000000006,5.300000000000001,25.6,70.0,1
51.0,3.4,1259.7,77.0,84.66,68.0,2196.4,958.8,282.0,646.0,234.59999999999988,4.599999999999998,24.7,20.0,0
81.0,1.4,2138.4,81.0,51.8,112.0,905.8,396.2,283.0,647.0,243.0,3.0,26.4,80.0,1
58.0,5.7,1542.8000000000002,80.0,135.09,171.0,3693.6,1618.8,284.0,648.0,191.40000000000003,3.3000000000000007,26.6,30.0,0
72.0,7.7,2044.8,75.0,108.57,693.0,4997.3,2194.5,285.0,649.0,367.1999999999998,5.099999999999998,28.4,90.0,0
76.0,7.7,1900.0,81.0,210.98,539.0,5005.0,2202.2000000000003,286.0,650.0,334.39999999999986,4.399999999999999,25.0,70.0,1
77.0,7.7,2156.0,83.0,233.31,616.0,5012.7,2209.9,287.0,651.0,308.0,4.0,28.0,80.0,0
67.0,8.5,1748.7,79.0,110.5,425.0,5542.0,2448.0,288.0,652.0,107.2000000000001,1.6000000000000014,26.1,50.0,0
69.0,5.0,1807.8,79.0,112.0,200.0,3265.0,1445.0,289.0,653.0,207.0,3.0,26.2,40.0,1
74.0,6.4,2153.4,82.0,160.64,192.0,4185.6,1856.0,290.0,654.0,599.4000000000001,8.100000000000001,29.1,30.0,1
58.0,7.8,1629.8000000000002,85.0,168.48000000000002,546.0,5109.0,2269.7999999999997,291.0,655.0,208.80000000000007,3.6000000000000014,28.1,70.0,1
